intent_Global_취소	스톱할래
intent_Global_취소	스톱하고 싶다
intent_Global_취소	스톱해라
intent_Global_취소	스톱
intent_Global_취소	스탑하자
intent_Global_취소	스탑할래
intent_Global_취소	스탑하고 싶다
intent_Global_취소	스탑하려고
intent_Global_취소	스탑할거야
intent_Global_취소	스탑해야지
intent_Global_취소	스탑
intent_Global_확인	OK
intent_Global_확인	ㄱㄱ
intent_Global_확인	계속 진행해
intent_Global_확인	그거 좋다
intent_Global_확인	그게 좋겠다
intent_Global_확인	그대로 진행하시죠
intent_Global_확인	그대로 진행해
intent_Global_확인	그대로 진행해 주세요
intent_Global_확인	그대로 할게요
intent_Global_확인	그대로 하자
intent_Global_확인	그대로 하겠습니다
intent_Global_확인	그래 좋아
intent_Global_확인	그래 하자
intent_Global_확인	그래 해
intent_Global_확인	그래 해줘
intent_Global_확인	그래요
intent_Global_확인	그래요 뭐
intent_Global_확인	그래요 좋아요
intent_Global_확인	그래요 하죠
intent_Global_확인	그래요 합시다
intent_Global_확인	그러죠
intent_Global_확인	그러죠 뭐
intent_Global_확인	그러지
intent_Global_확인	그렇다
intent_Global_확인	그러지 뭐
intent_Global_확인	그럴게요 뭐
intent_Global_확인	그럽시다
intent_Global_확인	그럽시다 뭐
intent_Global_확인	그렇게 부탁드릴게요
intent_Global_확인	그렇게 진행하자
intent_Global_확인	그렇게 진행해
intent_Global_확인	그렇게 진행해주세요
intent_Global_확인	그렇게 진행해줘
intent_Global_확인	그렇게 하겠습니다
intent_Global_확인	그렇게 하겠어요
intent_Global_확인	그렇게 하죠
intent_Global_확인	그렇게 하길 원해요
intent_Global_확인	그렇게 하세요
intent_Global_확인	그렇게 하십시오
intent_Global_확인	그렇게 할게
intent_Global_확인	그렇게 해
intent_Global_확인	그렇습니다
intent_Global_확인	네 그렇게 하겠습니다
intent_Global_확인	네 그렇게 해 주세요
intent_Global_확인	네 부탁합니다
intent_Global_확인	네 부탁해요
intent_Global_확인	네 이대로 하겠습니다
intent_Global_확인	네 이대로 해 주세요
intent_Global_확인	네 좋아요
intent_Global_확인	네 하겠습니다
intent_Global_확인	네 할게요
intent_Global_확인	네 해주세요
intent_Global_확인	네 해줘요
intent_Global_확인	네네
intent_Global_확인	네에
intent_Global_확인	넵
intent_Global_확인	넵 좋아요
intent_Global_확인	넵넵
intent_Global_확인	넹
intent_Global_확인	물론이야
intent_Global_확인	물론이에요
intent_Global_확인	물론이죠
intent_Global_확인	승인
intent_Global_확인	승인할게요
intent_Global_확인	승인합니다
intent_Global_확인	ㅇㅇ
intent_Global_확인	ㅇㅋ
intent_Global_확인	알겠어요
intent_Global_확인	알았어요
intent_Global_확인	어 할게
intent_Global_확인	어 할래
intent_Global_확인	예
intent_Global_확인	예 하겠습니다
intent_Global_확인	예 하려고요
intent_Global_확인	예 할게요
intent_Global_확인	예 할래요
intent_Global_확인	예스
intent_Global_확인	예스 좋아요
intent_Global_확인	예스입니다
intent_Global_확인	오 네 네
intent_Global_확인	오케이
intent_Global_확인	오키
intent_Global_확인	오키도키
intent_Global_확인	옥히
intent_Global_확인	응 고고
intent_Global_확인	응 고고하자
intent_Global_확인	응 그렇게 해 줘
intent_Global_확인	응 오케이
intent_Global_확인	응 하자
intent_Global_확인	응 할게
intent_Global_확인	응 할래
intent_Global_확인	응 해주라
intent_Global_확인	응 해줘
intent_Global_확인	이대로 진행 좀
intent_Global_확인	이대로 진행하기
intent_Global_확인	이대로 진행하길 원해요
intent_Global_확인	이대로 진행해 주세요
intent_Global_확인	이대로 하자
intent_Global_확인	이대로 할게
intent_Global_확인	이응
intent_Global_확인	좋네요
intent_Global_확인	좋습니다
intent_Global_확인	좋아
intent_Global_확인	좋죠
intent_Global_확인	좋고 말고요
intent_Global_확인	진행 ㄱㄱ
intent_Global_확인	진행 바람
intent_Global_확인	진행 부탁합니다
intent_Global_확인	진행 요청드립니다
intent_Global_확인	진행 좀
intent_Global_확인	진행하기
intent_Global_확인	진행하시죠
intent_Global_확인	진행할게
intent_Global_확인	진행할게요
intent_Global_확인	진행해
intent_Global_확인	해 주십시오
intent_Global_확인	해주라
intent_Global_확인	해줘
intent_Global_확인	확인
intent_Global_확인	확인하겠습니다
intent_Global_확인	확인하기
intent_Global_확인	확인합니다
intent_Global_확인	확인했어요
intent_Global_확인	확정
intent_Global_확인	확정 요청합니다
intent_Global_확인	확정하겠습니다
intent_Global_확인	확정하기
intent_Global_확인	응
intent_Global_확인	그렇게 해줘
intent_Global_확인	넵 오케이
intent_Global_확인	오케이 그렇게 해
intent_Global_확인	응응 오케이요
intent_Global_확인	응 오케이할게
intent_Global_확인	오케이하겠습니다
intent_Global_확인	승인하도록 할게요
intent_Global_확인	승인하려고요
intent_Global_확인	승인할게
intent_Global_확인	승인이요
intent_Global_확인	승인하려고 합니다
intent_Global_확인	OKOK
intent_Global_확인	Okay
intent_Global_확인	ok요
intent_Global_확인	OK 좋아요
intent_Global_확인	OK 좋죠
intent_Global_확인	이응이응
intent_Global_확인	이응 좋아
intent_Global_확인	이응 하자
intent_Global_확인	이응 할래
intent_Global_확인	이응 고고
intent_Global_확인	오케이 좋아
intent_Global_확인	오케이요
intent_Global_확인	오케이 할게요
intent_Global_확인	오케이 고고
intent_Global_확인	네 오케이
intent_Global_확인	오 넵넵
intent_Global_확인	오 네네 좋아요
intent_Global_확인	오 네네 좋습니다
intent_Global_확인	오 네네 할게요
intent_Global_확인	오 네네 부탁드릴게요
intent_Global_확인	그래 하지
intent_Global_확인	그래 할게
intent_Global_확인	그래 할게요
intent_Global_확인	확인할게요
intent_Global_확인	확인이요
intent_Global_확인	확인으로 하겠습니다
intent_Global_확인	예스 좋죠
intent_Global_확인	예스 좋습니다
intent_Global_확인	예스 좋네요
intent_Global_확인	그래요 할게요
intent_Global_확인	그래요 확인합니다
intent_Global_확인	그래요 하는 걸로
intent_Global_확인	예 할려고요
intent_Global_확인	예 합시다
intent_Global_확인	네 할래요
intent_Global_확인	네 하려고요
intent_Global_확인	진행하겠습니다
intent_Global_확인	진행하는 걸로
intent_Global_확인	진행합시다
intent_Global_확인	진행해줘
intent_Global_확인	네 이대로
intent_Global_확인	네 이대로 할게요
intent_Global_확인	예 이대로 해주세요
intent_Global_확인	예 이대로 하겠습니다
intent_Global_확인	네 이대로 해주세요
intent_Global_확인	이대로 진행해 줘
intent_Global_확인	이대로 진행할게요
intent_Global_확인	이대로 진행하죠
intent_Global_확인	이대로 진행해 줘요
intent_Global_확인	네 이대로 진행할게요
intent_Global_확인	네 이대로 진행
intent_Global_확인	그렇게 해주세요
intent_Global_확인	그렇게 해주라
intent_Global_확인	그렇게 해주시죠
intent_Global_확인	그대로 할게
intent_Global_확인	그대로 하죠
intent_Global_확인	그대로 합시다
intent_Global_확인	그대로 하는 걸로
intent_Global_확인	이대로 진행하길 원합니다
intent_Global_확인	이대로 진행하길 원해
intent_Global_확인	이대로 진행 원합니다
intent_Global_확인	이대로 진행을 원해요
intent_Global_확인	이대로 진행을 원합니다
intent_Global_확인	응 ㄱㄱ
intent_Global_확인	응 고고하죠
intent_Global_확인	응 고고해
intent_Global_확인	어 할게요
intent_Global_확인	계속 진행하세요
intent_Global_확인	계속 진행해봐
intent_Global_확인	계속 진행해줄래?
intent_Global_확인	계속 진행할 수 있어?
intent_Global_확인	계속 진행하기
intent_Global_확인	계속 진행
